서지ID,제목,저자,출판사,출판년,청구기호,분류기호,분류항목,주제어,검색청구기호
CATTOC000000256685,The lifetime reading plan / [1st ed.],"Fadiman, Clifton",Hearst,1960,028 F145 l,028,,,028
CATTOC000000826900,(속독·속청으로) 성적 내맘대로 올린다,이윤,골드닷컴,2010,SM 028 이67ㅅ,028,,,028
CATTOC000000180424,미디어 환경과 독서교육,이정춘,이진,2000,028 이73ㅁ,028,,,028
CATTOC000000411873,삶을 향상시키는 독서철학,하이브로 무장,正宇社,2001,028 하69ㅂ K,028,,,028
CATTOC000000348362,A Great Books primer,Great Books Foundation. Chicago,Great Books Foundation,1955,028 G786g,028,,,028
CATTOC000000444157,책과 만나다 book + ing,수유연구실+연구공간 '너머',그린비,2002,028 수67ㅊ,028,,,028
CATTOC000000420885,책을 베고 잠들다: 이기현의 독서 메모,이기현,인간과자연사,2002,028 이19ㅊ,028,,,028
CATTOC000000241917,The act of reading : a theory of aesthetic response,"Iser, Wolfgang",Routledge & Kegan Paul,1978,028 I 78a 1978/ E,028,,,028
CATTOC000000112349,Reading for Self-Education,"Schutt, W. E.",Harper and Bros.,1946,028 S396,028,,,028
CATTOC000000662499,리딩으로 리드하라: 세상을 지배하는 0.1퍼센트의 인문고전 독서법,이지성,문학동네,2010,028.9 이79ㄹ,028.9,,,028.9
CATTOC000000659854,왁자지껄 독서이야기: 읽고 쓰고 쓰다듬는 독서,한국독서논술학회,학이사,2010,028.9 한17ㅇ,028.9,,,028.9
CATTOC000000646270,Engaging words : the culture of reading in the later Middle Ages,"Amtower, Laurel",Palgrave,2000,028.9 A528e,028.9,,,028.9
CATTOC000000646211,드디어 스승을 만났다,옥성호,부흥과개혁사,2008,028.9 옥53ㄷ,028.9,,,028.9
CATTOC000000690954,Unpacking my library : writers and their books,"Price, Leah",Yale University Press,2011,028.9 U58,028.9,,,028.9
CATTOC000000623514,Cultural history of reading,"Watling, Gabrielle",Greenwood Press,2009,028.9 C968,028.9,,,028.9
CATTOC000000791964,책장 속의 키워드 : 오늘이 모여 인생을 만듭니다,윤슬,행복에너지,2016,028.9 윤58ㅊ,028.9,,,028.9
CATTOC000000611090,The reading nation in the Romantic period,"St. Clair, William",Cambridge University Press,2007,028.9 S774r,028.9,,,028.9
CATTOC000000670854,"Leave me alone, I'm reading : finding and losing myself in books","Corrigan, Maureen",Vintage Books,2005,028.9 C825 l,028.9,,,028.9
CATTOC000000785834,Relire : enquête sur une passion littéraire,"Murat, Laure",Flammarion,2015,028.9 M972r,028.9,,,028.9
CATTOC000000557171,Provincial readers in eighteenth-century England,"Fergus, Jan S.",Oxford University Press,2006,028.9 F352p,028.9,,,028.9
CATTOC000000530190,카사노바는 책을 더 사랑했다: 저술 출판 독서의 사회사,"Hamilton, John Maxwell",열린책들,2005,028.9 H218c K,028.9,,,028.9
CATTOC000000529208,Romantic readers : the evidence of marginalia,"Jackson, H. J.",Yale University Press,2005,028.9 J12r,028.9,,,028.9
CATTOC000000555942,책벌레들과 독서활동: 신암 김승환 교수 정년기념 독서활동문집,김승환,한국도서생활연구회,2006,SM 028.9 책43,028.9,,,028.9
CATTOC000000534319,맛있는 책읽기,김성희,한국출판마케팅연구소,2006,028.9 김53ㅁ,028.9,,,028.9
CATTOC000000709235,"책 읽는 사람들 : 세계 최고의 독서가, 책 읽기의 즐거움을 말하다","Manguel, Alberto",교보문고,2012,028.9 M277r K,028.9,,,028.9
CATTOC000000543399,군장병들의 독서실태 조사 연구,차미경,한국학술진흥재단,2006,028.9 군71,028.9,,,028.9
CATTOC000000112367,"The English common reader : a social history of the mass reading public, 1800-1900","Altick, Richard Daniel",Univ. of Chicago Press,1957,028.9 A468e,028.9,,,028.9
CATTOC000000524272,브레인리딩,김영철,비전플러스,2005,028.9 김64ㅂ,028.9,,,028.9
CATTOC000000529179,The power of reading : insights from the research / 2nd ed,"Krashen, Stephen D.","Libraries Unlimited; Heinemann,",2004,028.9 K89p 2004,028.9,,,028.9
CATTOC000000771982,도서관 옆집에서 살기 : 우리 가족의 행복한 독서 성장기,박은진,인물과사상사,2015,028.9 박68ㄷ,028.9,,,028.9
CATTOC000000687528,On rereading,"Spacks, Patricia Ann Meyer.",Belknap Press of Harvard University Press,2011,028.9 S732o,028.9,,,028.9
CATTOC000000762893,하루 10분 독서의 힘 : 인생을 바꾸는 순간 몰입 38법칙,임원화,미다스북스,2014,028.9 임67ㅎ,028.9,,,028.9
CATTOC000000715293,지금 당장 도서관으로 가라: 대한민국 대표 독서모임 「리더스클럽」의 최고 리더가 들려주는 생존 독서법,유길문,문예춘추사,2012,028.9 유19ㅈ,028.9,,,028.9
CATTOC000000738402,오직 읽기만 하는 바보 : 1323청춘들의 인생을 바꿔줄 '기적의 독서법',김병완,브레인스토어,2013,028.9 김44ㅇ,028.9,,,028.9
CATTOC000000719129,취미는 독서: 21세기 일본 베스트셀러의 6가지 유형을 분석하다!,제등 미내자,한국출판마케팅연구소,2006,028.9 제228ㅊ K,028.9,,,028.9
CATTOC000000768634,독서의 새 기술,민병덕,정산미디어,2007,028.9 독53,028.9,,,028.9
CATTOC000000783060,독서의 학 : 읽기의 무한에 관한 탐구,길천 행차랑,글항아리,2014,028.9 길813ㄷ K,028.9,,,028.9
CATTOC000000786017,"(함께 읽고, 토론하며, 글 쓰는) 독서동아리",조현행,이비락,2015,028.9 조94ㄷ,028.9,,,028.9
CATTOC000000706226,잠자기 전 30분 독서,최효찬,위즈덤하우스,2011,028.9 최96ㅈ,028.9,,,028.9
CATTOC000000717019,리리딩: 깊이 읽기의 기술,"Spacks, Patricia Ann Meyer",오브제,2013,028.9 S732o K,028.9,,,028.9
CATTOC000000718217,책 읽기 싫은 사람 모두 모여라! : 독서를 싫어하는 사람도 책이 좋아지는 책,"Boucher, Françoize",파란자전거,2011,028.9 B753 l K,028.9,,,028.9
CATTOC000000716896,마흔의 서재: 삶을 쉬어가게 하는 책읽기,장석주,한빛비즈,2012,028.9 장53ㅁ,028.9,,,028.9
CATTOC000000713259,Book was there : reading in electronic times,"Piper, Andrew",University of Chicago Press,2012,028.9 P665b,028.9,,,028.9
CATTOC000000714860,"책, 인생을 사로잡다",이석연,까만양,2012,028.9 이53ㅊ,028.9,,,028.9
CATTOC000000790455,책을 읽는 사람만이 손에 넣는 것 : 인생을 살아가는 데 필요한 독서의 힘,등원 화박,비즈니스북스,2016,028.9 등67ㅂ K,028.9,,,028.9
CATTOC000000745346,서른에 읽었으면 변했을 책들,김병완,북씽크,2014,028.9 김44ㅅㄹ,028.9,,,028.9
CATTOC000000810883,책장의 정석 : 어느 지식인의 책장 정리론,성모 진,비전코리아 : 비전비엔피,2015,028.9 성35ㅂㄴ K,028.9,,,028.9
CATTOC000000826429,(한 시간에 책 한 권을 독파하는) 속청독서,김유수,슬로래빗,2017,028.9 김671ㅅ,028.9,,,028.9
CATTOC000000350013,A history of reading,"Manguel, Alberto",HarperCollins,1996,028.9 M277h,028.9,,,028.9
CATTOC000000327437,The ethnography of reading,"Boyarin, Jonathan",University of California Press,1993,028.9 E84,028.9,,,028.9
CATTOC000000415951,Narrative as virtual reality : immersion and interactivity in literature and electronic media,"Ryan, Marie-Laure",Johns Hopkins University Press,2001,028.9 R989n,028.9,,,028.9
CATTOC000000804148,세종처럼 읽고 다산처럼 써라,홍 다이애나,유아이북스,2013,028.9 홍221ㅅ,028.9,,,028.9
CATTOC000000005695,From author to reader : a social study of books,"Mann, Peter H.",Routledge K. Paul,1982,028.9 M282f,028.9,,,028.9
CATTOC000000005696,Reading and successful living : the family-school partnership,"Asheim, Lester Eugene",Library Professional Publications,1983,028.9 R287,028.9,,,028.9
CATTOC000000005693,Promoting the reading habit,"Bamberger, Richard",Unesco,1975,028.9 B199p,028.9,,,028.9
CATTOC000000005694,Reading research and librarianship : a history and analysis,"Karetzky, Stephen",Greenwood,1982,028.9 K18r,028.9,,,028.9
CATTOC000000838000,독서의 발견 : 천천히 온몸으로 읽는 탐독가의 읽기 혁명,유영만,카모마일북스,2018,028.9 유64ㄷ,028.9,,,028.9
CATTOC000000358647,독서의 역사,"Manguel, Alberto",세종서적,2000,028.9 M277h K,028.9,,,028.9
CATTOC000000301051,Leseglueck : eine vergessene Erfahrung?,"Bellebaum, Alfred",Westdeutscher Verlag,1996,028.9 L628,028.9,,,028.9
CATTOC000000624904,Out of the East : spices and the medieval imagination,"Freedman, Paul H.",Yale University Press,2008,641.3383 F853o,641.3383,,,641.3383
CATTOC000000439858,천연향신료,김우정,효일,2001,641.3383 김67ㅊ,641.3383,,,641.3383
CATTOC000000084940,Spice 化學의 硏究,이중희,[발행자불명],1976,641.3383 이77s,641.3383,,,641.3383
CATTOC000000878690,"Spice : 알면 더 맛있는, 향신료 사전",실업지일본사,Bookers(북커스),2019,641.3383 실63ㅈ K,641.3383,,,641.3383
CATTOC000000950078,향신료 과학 : 요리의 혁신을 가져올 향신료 블렌딩의 모든 것,"Farrimond, Stuart",북드림,2022,641.3383 F246s K/2022,641.3383,,,641.3383
CATTOC000000992902,"향신료 전쟁 : 세계화, 제국주의, 주식회사를 탄생시킨 향신료 탐욕사",최광용,한겨레출판 : 한겨레엔,2024,641.3383 최16ㅎ,641.3383,,,641.3383
CATTOC000000878624,향신료 : 요리의 혁신을 가져올 향신료 블렌딩의 모든 것,"Farrimond, Stuart",북드림,2020,641.3383 F246s K,641.3383,,,641.3383
CATTOC000001015304,"향신료, 인류사를 수놓은 맛과 향의 프리즘",김현위,따비,2025,641.3383 김94ㅎ,641.3383,,,641.3383
CATTOC000000710418,스파이스: 향신료에 매혹된 사람들이 만든 욕망의 역사,"Turner, Jack",따비,2012,641.338309 T948s K,641.338309,,,641.3383
CATTOC000000751543,향신료의 지구사,"Czarra, Fred",휴머니스트,2014,641.338309 C998s K,641.338309,,,641.3383
CATTOC000001025243,향신료의 역사,"Balard, Michel",b,2026,641.338309 B171h K,641.338309,,,641.3383
CATTOC000000745190,"Handbook of alcoholic beverages : technical, analytical and nutritional aspects","Buglass, Alan J.",John Wiley & Sons,2011,663.1 H236,663.1,,,663.1
CATTOC000000337064,酒精統計年報,대한주정판매주식회사,대한주정판매주식회사,1900-,R 663.1 대91ㅈㅌ,663.1,,,663.1
CATTOC000000087963,호모 비불루스: 술을 즐기는 이를 위한 술사전,박석기,學硏社,1990,663.1 박53ㅎ,663.1,,,663.1
CATTOC000000087962,酒精工業便覽,대한주정판매주식회사,大韓酒精販賣株式會社,1978,R 663.1 대91ㅈ,663.1,,,663.1
CATTOC000000784629,프루프 : 술의 과학,"Rogers, Adam",엠아이디,2015,663.1 R724p K,663.1,,,663.1
CATTOC000000380447,朝鮮酒改良讀本(後編),천정 정영,십村榮助支店,1927,CL 663.1 천73ㅈ,663.1,,,663.1
CATTOC000001014212,술 이야기,손두익,참누리,2025,663.1 술69,663.1,,,663.1
CATTOC000000345762,대한주류공업협회사: 1980 - 1997,대한주류공업협회,대한주류공업협회,1999,대 663.10951 대91ㄷ,663.10951,,,663.1
CATTOC000000410918,神께서 무한한 지혜를 나에게 주셨다 감사합니다,배상면,씨앤드씨그룹,2000,663.1092 배51ㅅ,663.1092,,,663.1
CATTOC000000266296,酒類工業,대한주류공업협회,大韓酒類工業協會,1981-,P 663.105 주73,663.105,,,663.1
CATTOC000000266297,주류산업,대한주정협회,大韓酒精協會,1971-,P 663.105 주237,663.105,,,663.1
CATTOC000000841974,"Post-fermentation and -distillation technology : stabilization, aging, and spoilage","Bordiga, Matteo",CRC,2018,663.16 P857,663.16,,,663.1
CATTOC000000502315,도전없는 삶은 향기없는 술이다: 백세주 성공신화 배상면 경영에세이,배상면,랜덤하우스중앙,2004,663.1092 배51ㄷ,663.1092,,,663.1
CATTOC000000681683,(허시명의) 주당천리,허시명,예담,2007,641.210951 허59ㅈ,641.210951,,,641.210951
CATTOC000000661364,소울푸드: 술과 문화 이야기,원경은,한울,2010,641.210951 원14ㅅ,641.210951,,,641.210951
CATTOC000000644741,(정에 취하고 맛에 반한) 막걸리기행: 전국 각지의 소문난 막걸리를 찾아서,정은숙,한국방송,2010,641.210951 정68ㅁ,641.210951,,,641.210951
CATTOC000000744234,(우리의 맛을 즐기는 101가지) 막걸리 수첩,류인수,우듬지,2010,641.210951 류69ㅁ,641.210951,,,641.210951
CATTOC000000744236,막걸리 : 환족이 쌀로 빚은 신비스런 술방울,이소리,북포스,2010,641.210951 이552ㅁ,641.210951,,,641.210951
CATTOC000000744238,(전통 웰빙주) 막걸리,배송자,하남,2010,641.210951 배55ㅁ,641.210951,,,641.210951
CATTOC000000744252,"막걸리, 넌 누구냐? : 색깔 있는 술, 막걸리의 모든 것",허시명,위즈덤하우스,2010,641.210951 허59ㅁ,641.210951,,,641.210951
CATTOC000000702572,전통주 비법 211가지,박록담,코리아쇼케이스,2006,641.210951 박235ㅈ,641.210951,,,641.210951
CATTOC000000395691,풍경이 있는 우리 술기행,허시명,웅진닷컴,2001,641.210951 허59ㅍ,641.210951,,,641.210951
CATTOC000000891765,방향(芳香)과 청향(淸香)의 술 : 청주류,박록담,바룸,2015,641.210951 한171,641.210951,,,641.210951
CATTOC000000891767,"효도하는 술 : 가향주류, 약용약주류",박록담,바룸,2015,641.210951 한171 v.4,641.210951,,,641.210951
CATTOC000000891768,"세월을 담는 술 : 증류주류, 혼양주류, 양주잡방, 주방문 없는 주품, 누룩방문",박록담,바룸,2015,641.210951 한171 v.5,641.210951,,,641.210951
CATTOC000000744257,(거친음식 박사 이원종의) 막걸리 기행,이원종,랜덤하우스코리아,2011,641.210951 이67ㅁ,641.210951,,,641.210951
CATTOC000000893486,우리 술 한주 기행,백웅재,창비,2020,641.210951 백67ㅇ,641.210951,,,641.210951
CATTOC000000871141,"한잔 술, 한국의 맛 : 알고 마시면 인생이 즐겁다",이현주,소담출판사,2019,641.210951 이94ㅎ,641.210951,,,641.210951
CATTOC000000867570,(우리의 맛을 즐기는 72가지) 전통주 수첩,류인수,우듬지,2010,641.210951 류69ㅈ,641.210951,,,641.210951
CATTOC000000886818,삼해주(약주) : 서울특별시무형문화재 제8호,주영하,서울특별시,2020,641.210951 주64ㅅ,641.210951,,,641.210951
CATTOC000000841099,젊은 베르테르의 술품 : 가객 김창완 주객 명욱과 함께 떠나는 우리 술 이야기,명욱,박하,2018,641.210951 명67ㅈ,641.210951,,,641.210951
CATTOC000000681687,우리 술 빚기: 직접 빚은 술 한 잔에 담긴 우리 맛과 흥,조호철,넥서스BOOKS,2004,641.210951 조95ㅇ,641.210951,,,641.210951
CATTOC000000926900,요즘 뜨는 막걸리 : 취향을 담은 술,한경 Trend. 편집부,한국경제신문,2021,641.210951 요78,641.210951,,,641.210951
CATTOC000000951050,"막걸리학 : 천년의 술, 우리 막걸리",유대식,월드사이언스,2015,641.210951 유222ㅁ,641.210951,,,641.210951
CATTOC000000954066,꽃으로 빚는 가향주 101가지,박록담,코리아쇼케이스,2009,641.210951 꽃68,641.210951,,,641.210951
CATTOC000000954067,釀酒集,박록담,코리아쇼케이스,2005,641.210951 양77,641.210951,,,641.210951
CATTOC000000928413,(인문학으로 배우는 한국 전통주) 소믈리에,김경섭,한국경제신문i,2021,641.210951 김14ㅅ,641.210951,,,641.210951
CATTOC000000942041,"우리술 익스프레스 : 와인, 위스키, 사케 못지않은 K-술의 매력",탁재형,EBS BOOKS : 한국교육방송공사,2022,641.210951 탁72ㅇ,641.210951,,,641.210951
CATTOC000000954796,(술자리보다 재미있는) 우리 술 이야기 : 이대형의 전통주 인문학,이대형,시대의창,2023,641.210951 이222ㅇ,641.210951,,,641.210951
CATTOC000000891764,"한국인의 잔치술 : 양주총론, 탁주류",박록담,바룸,2015,641.210951 한171 v.1,641.210951,,,641.210951
CATTOC000000975855,백종원의 우리술,백종원,김영사,2023,641.210951 백75ㅂ,641.210951,,,641.210951
CATTOC000000982774,한국 전통주 교과서 : 쌀된 되로 물도 돼야 / 2판,류인수,교문사,2018,641.210951 류69ㅎ 2018,641.210951,,,641.210951
CATTOC000000984832,"향기로운 한식, 우리술 산책 : 주예사를 위한 우리술 안내서 / 개정판",허시명,푸디,2024,641.210951 향19 2024,641.210951,,,641.210951
